Timestamp,FaultMode,FaultLabel,N1,N2,Thrust,FuelFlow,FanVersion,FanCycles,LPCVersion,LPCCycles,HPCVersion,HPCCycles,HPTVersion,HPTCycles,LPTVersion,LPTCycles,FlightStatus
2025-07-19 10:15:00,2,LPC Fault,25173.71,5438.09,270141.96,0.0543,FAN_V2.1,3,LPC_V3.4,159,HPC_V3.0,18,HPT_V2.2,54,LPT_V1.6,33,1
2025-07-19 10:35:00,2,LPC Fault,24199.3,4899.3,261740.05,0.0607,FAN_V2.1,63,LPC_V3.3,72,HPC_V3.1,112,HPT_V2.2,180,LPT_V1.6,156,0
2025-07-19 10:55:00,4,Fuel Issue,21875.39,5094.72,271208.64,0.0755,FAN_V2.1,171,LPC_V3.3,169,HPC_V3.0,34,HPT_V2.1,29,LPT_V1.5,141,1
2025-07-19 11:15:00,1,Fan Fault,22433.49,4935.59,297202.76,0.0477,FAN_V2.2,73,LPC_V3.2,87,HPC_V3.1,175,HPT_V2.2,67,LPT_V1.6,64,1
2025-07-19 11:35:00,0,None,24454.92,5261.43,260887.75,0.0618,FAN_V2.1,163,LPC_V3.4,70,HPC_V3.0,0,HPT_V2.1,33,LPT_V1.6,41,1
2025-07-19 11:55:00,3,HPT Fault,24519.77,5156.36,266445.74,0.0468,FAN_V2.3,181,LPC_V3.4,143,HPC_V3.0,28,HPT_V2.0,176,LPT_V1.5,139,0
2025-07-19 12:15:00,0,None,25043.88,5059.4,288757.39,0.0635,FAN_V2.2,150,LPC_V3.2,110,HPC_V3.1,10,HPT_V2.1,93,LPT_V1.5,91,1
2025-07-19 12:35:00,1,Fan Fault,22639.95,5046.45,289396.09,0.0529,FAN_V2.3,64,LPC_V3.1,90,HPC_V3.3,158,HPT_V2.2,39,LPT_V1.5,41,1
2025-07-19 12:55:00,1,Fan Fault,27731.55,5094.77,267130.45,0.0666,FAN_V2.2,7,LPC_V3.2,85,HPC_V3.3,171,HPT_V2.2,63,LPT_V1.6,40,1
2025-07-19 13:15:00,0,None,22050.64,5157.42,302378.93,0.0518,FAN_V2.2,10,LPC_V3.4,56,HPC_V3.1,117,HPT_V2.1,78,LPT_V1.5,57,1
2025-07-19 13:35:00,0,None,25926.75,5082.56,297330.9,0.079,FAN_V2.3,50,LPC_V3.4,84,HPC_V3.2,17,HPT_V2.1,89,LPT_V1.6,173,1
2025-07-19 13:55:00,4,Fuel Issue,23509.22,4849.25,271657.28,0.0518,FAN_V2.2,8,LPC_V3.1,66,HPC_V3.1,148,HPT_V2.1,9,LPT_V1.5,152,1
2025-07-19 14:15:00,3,HPT Fault,23845.8,5068.23,289150.36,0.0683,FAN_V2.2,187,LPC_V3.3,111,HPC_V3.0,98,HPT_V2.2,48,LPT_V1.6,11,0
2025-07-19 14:35:00,3,HPT Fault,24026,5290.71,281030.15,0.0872,FAN_V2.1,134,LPC_V3.2,93,HPC_V3.3,17,HPT_V2.2,84,LPT_V1.6,169,1
2025-07-19 14:55:00,0,None,25251.33,4828.57,268936.61,0.0648,FAN_V2.3,77,LPC_V3.3,170,HPC_V3.3,83,HPT_V2.1,178,LPT_V1.6,141,1
2025-07-19 15:15:00,1,Fan Fault,23553.07,5142.8,292098.56,0.0593,FAN_V2.1,108,LPC_V3.4,173,HPC_V3.1,157,HPT_V2.2,77,LPT_V1.6,140,1
2025-07-19 15:35:00,0,None,22306.41,4697.03,278302.28,0.0686,FAN_V2.2,74,LPC_V3.2,110,HPC_V3.2,119,HPT_V2.1,113,LPT_V1.5,130,1
2025-07-19 15:55:00,3,HPT Fault,24428.19,4750.85,287597.71,0.0639,FAN_V2.3,44,LPC_V3.1,72,HPC_V3.2,23,HPT_V2.0,172,LPT_V1.6,57,1
2025-07-19 16:15:00,1,Fan Fault,22232.29,5030.75,285873.13,0.0486,FAN_V2.1,7,LPC_V3.1,62,HPC_V3.3,156,HPT_V2.0,116,LPT_V1.6,161,1
2025-07-19 16:35:00,4,Fuel Issue,24715.57,5112.16,301245.77,0.0705,FAN_V2.1,184,LPC_V3.4,126,HPC_V3.3,62,HPT_V2.0,167,LPT_V1.5,27,0
2025-07-19 16:55:00,3,HPT Fault,21244.66,4812.43,292725.53,0.0651,FAN_V2.1,46,LPC_V3.4,12,HPC_V3.1,31,HPT_V2.1,34,LPT_V1.6,170,1
2025-07-19 17:15:00,4,Fuel Issue,25030.1,5770.55,293563.36,0.0714,FAN_V2.3,153,LPC_V3.3,113,HPC_V3.3,140,HPT_V2.1,40,LPT_V1.6,115,1
2025-07-19 17:35:00,2,LPC Fault,25908,5130.28,280270.96,0.0676,FAN_V2.1,164,LPC_V3.3,133,HPC_V3.3,160,HPT_V2.0,70,LPT_V1.6,19,1
2025-07-19 17:55:00,2,LPC Fault,22454.35,4952.64,277719.55,0.0608,FAN_V2.1,70,LPC_V3.3,81,HPC_V3.0,35,HPT_V2.0,59,LPT_V1.6,177,1
2025-07-19 18:15:00,1,Fan Fault,28629.32,4626.55,295293.9,0.0439,FAN_V2.3,55,LPC_V3.1,106,HPC_V3.3,84,HPT_V2.2,119,LPT_V1.6,15,0
2025-07-19 18:35:00,1,Fan Fault,23056.14,5217.79,285964.2,0.0492,FAN_V2.2,100,LPC_V3.1,147,HPC_V3.3,122,HPT_V2.0,90,LPT_V1.6,99,1
2025-07-19 18:55:00,3,HPT Fault,22569.39,5135.92,274044.5,0.0622,FAN_V2.3,192,LPC_V3.2,124,HPC_V3.1,69,HPT_V2.1,124,LPT_V1.5,99,0
2025-07-19 19:15:00,2,LPC Fault,24091.14,4869.68,317159.16,0.0663,FAN_V2.3,174,LPC_V3.4,42,HPC_V3.3,32,HPT_V2.2,136,LPT_V1.5,100,1
2025-07-19 19:35:00,4,Fuel Issue,19949.71,5037.29,275073.2,0.0685,FAN_V2.3,170,LPC_V3.1,21,HPC_V3.3,34,HPT_V2.1,46,LPT_V1.5,66,1
2025-07-19 19:55:00,3,HPT Fault,22414.96,4977.05,292574.81,0.0687,FAN_V2.2,55,LPC_V3.4,83,HPC_V3.2,194,HPT_V2.1,71,LPT_V1.6,64,0
2025-07-19 20:15:00,0,None,21599.41,4933.1,277875.82,0.0535,FAN_V2.2,5,LPC_V3.1,89,HPC_V3.1,166,HPT_V2.0,166,LPT_V1.5,7,1
2025-07-19 20:35:00,1,Fan Fault,27530.91,5081,266086.74,0.0692,FAN_V2.1,6,LPC_V3.2,61,HPC_V3.1,121,HPT_V2.2,29,LPT_V1.5,119,1
2025-07-19 20:55:00,2,LPC Fault,28244.31,5206.49,262209.45,0.0552,FAN_V2.2,43,LPC_V3.1,41,HPC_V3.2,27,HPT_V2.2,6,LPT_V1.6,147,1
2025-07-19 21:15:00,3,HPT Fault,26533.82,4858.47,291657.29,0.0677,FAN_V2.2,184,LPC_V3.2,19,HPC_V3.1,26,HPT_V2.2,77,LPT_V1.5,144,0
2025-07-19 21:35:00,0,None,22146.14,4988.09,236380.99,0.0498,FAN_V2.2,137,LPC_V3.4,169,HPC_V3.2,17,HPT_V2.2,165,LPT_V1.6,3,0
2025-07-19 21:55:00,3,HPT Fault,23494.86,4750.44,309486.17,0.0457,FAN_V2.2,28,LPC_V3.4,92,HPC_V3.3,181,HPT_V2.0,111,LPT_V1.5,133,0
2025-07-19 22:15:00,2,LPC Fault,23119.91,5026.15,306619.1,0.0456,FAN_V2.3,138,LPC_V3.4,119,HPC_V3.3,187,HPT_V2.2,68,LPT_V1.6,62,0
2025-07-19 22:35:00,0,None,26326.33,5002.05,270277.37,0.0646,FAN_V2.2,116,LPC_V3.2,118,HPC_V3.3,86,HPT_V2.0,126,LPT_V1.6,46,1
2025-07-19 22:55:00,3,HPT Fault,24398.12,4879.96,286047.03,0.0561,FAN_V2.1,91,LPC_V3.3,87,HPC_V3.2,152,HPT_V2.2,70,LPT_V1.5,132,1
2025-07-19 23:15:00,1,Fan Fault,24227.03,5132.43,308790.25,0.0476,FAN_V2.1,62,LPC_V3.4,125,HPC_V3.1,176,HPT_V2.1,165,LPT_V1.6,114,1
2025-07-19 23:35:00,0,None,28266.07,4609.58,282723.22,0.0659,FAN_V2.1,76,LPC_V3.2,103,HPC_V3.1,78,HPT_V2.2,148,LPT_V1.6,121,1
2025-07-19 23:55:00,4,Fuel Issue,24561.98,4875.46,281878.17,0.0551,FAN_V2.3,89,LPC_V3.4,140,HPC_V3.2,90,HPT_V2.2,116,LPT_V1.6,78,1
2025-07-20 00:15:00,2,LPC Fault,22821.27,5169.92,290355.23,0.0531,FAN_V2.1,31,LPC_V3.2,80,HPC_V3.0,190,HPT_V2.2,176,LPT_V1.5,49,0
2025-07-20 00:35:00,1,Fan Fault,25799.2,5061.46,297192.93,0.0663,FAN_V2.3,124,LPC_V3.3,150,HPC_V3.2,25,HPT_V2.0,75,LPT_V1.5,92,1
2025-07-20 00:55:00,1,Fan Fault,22342.01,4887.96,296209.4,0.0661,FAN_V2.2,4,LPC_V3.2,70,HPC_V3.0,13,HPT_V2.2,74,LPT_V1.5,163,1
2025-07-20 01:15:00,3,HPT Fault,23958.2,5023.47,304164.97,0.0541,FAN_V2.1,4,LPC_V3.3,120,HPC_V3.3,112,HPT_V2.1,47,LPT_V1.5,64,1
2025-07-20 01:35:00,3,HPT Fault,25094.19,4959.56,281734.78,0.071,FAN_V2.1,17,LPC_V3.4,125,HPC_V3.0,147,HPT_V2.2,175,LPT_V1.5,38,1
2025-07-20 01:55:00,1,Fan Fault,25650.83,5162.7,304582.18,0.0602,FAN_V2.3,78,LPC_V3.1,63,HPC_V3.0,142,HPT_V2.1,155,LPT_V1.5,133,1
2025-07-20 02:15:00,3,HPT Fault,25363.91,4937.95,289862.5,0.0587,FAN_V2.2,114,LPC_V3.3,150,HPC_V3.3,78,HPT_V2.2,158,LPT_V1.5,156,1
2025-07-20 02:35:00,0,None,24193.99,5119.03,272726.69,0.0809,FAN_V2.1,161,LPC_V3.2,67,HPC_V3.0,40,HPT_V2.0,44,LPT_V1.5,40,1
2025-07-20 02:55:00,0,None,21987.97,4757.16,302371.66,0.0679,FAN_V2.2,116,LPC_V3.4,74,HPC_V3.0,59,HPT_V2.1,180,LPT_V1.6,179,0
2025-07-20 03:15:00,3,HPT Fault,25248.24,5125.67,284816.3,0.051,FAN_V2.1,176,LPC_V3.2,67,HPC_V3.1,108,HPT_V2.0,139,LPT_V1.5,165,1
2025-07-20 03:35:00,1,Fan Fault,24151.61,4864.57,299626.8,0.0585,FAN_V2.2,37,LPC_V3.1,15,HPC_V3.1,78,HPT_V2.2,145,LPT_V1.6,112,1
2025-07-20 03:55:00,0,None,22349.01,4935.72,291193.97,0.0544,FAN_V2.2,177,LPC_V3.3,179,HPC_V3.3,69,HPT_V2.2,138,LPT_V1.6,112,1
2025-07-20 04:15:00,0,None,22355.56,5048.74,288674.5,0.0549,FAN_V2.3,11,LPC_V3.4,82,HPC_V3.2,6,HPT_V2.0,58,LPT_V1.5,172,1
2025-07-20 04:35:00,2,LPC Fault,23057.92,5046.41,263278.73,0.0459,FAN_V2.3,11,LPC_V3.2,120,HPC_V3.3,71,HPT_V2.0,149,LPT_V1.6,162,1
2025-07-20 04:55:00,3,HPT Fault,22563.11,4957.31,289663.61,0.0748,FAN_V2.1,121,LPC_V3.3,104,HPC_V3.2,82,HPT_V2.2,26,LPT_V1.5,84,1
2025-07-20 05:15:00,3,HPT Fault,25715.32,4968.01,284714.76,0.05,FAN_V2.3,127,LPC_V3.3,169,HPC_V3.3,194,HPT_V2.2,9,LPT_V1.6,22,0
2025-07-20 05:35:00,2,LPC Fault,23962.97,4942.27,289840.78,0.0517,FAN_V2.2,83,LPC_V3.1,103,HPC_V3.0,168,HPT_V2.2,118,LPT_V1.6,13,1
2025-07-20 05:55:00,1,Fan Fault,25038.69,5306.55,283368.6,0.064,FAN_V2.3,93,LPC_V3.4,160,HPC_V3.3,194,HPT_V2.0,52,LPT_V1.6,140,0
2025-07-20 06:15:00,1,Fan Fault,25380.29,4919.76,288361.39,0.0601,FAN_V2.2,113,LPC_V3.4,31,HPC_V3.0,161,HPT_V2.2,61,LPT_V1.5,79,1
2025-07-20 06:35:00,4,Fuel Issue,24195.35,4845.4,285367.65,0.065,FAN_V2.1,142,LPC_V3.4,23,HPC_V3.1,29,HPT_V2.1,30,LPT_V1.5,127,1
2025-07-20 06:55:00,2,LPC Fault,26902.29,5191.85,317297.74,0.0523,FAN_V2.3,181,LPC_V3.3,106,HPC_V3.3,120,HPT_V2.0,116,LPT_V1.5,98,0
2025-07-20 07:15:00,1,Fan Fault,25744.64,5036.67,317847.04,0.0519,FAN_V2.3,131,LPC_V3.2,17,HPC_V3.2,197,HPT_V2.1,87,LPT_V1.6,0,0
2025-07-20 07:35:00,2,LPC Fault,22320.56,4880.12,253141.56,0.0547,FAN_V2.3,77,LPC_V3.4,38,HPC_V3.3,137,HPT_V2.1,88,LPT_V1.6,141,1
2025-07-20 07:55:00,4,Fuel Issue,22481.73,5030.08,290126.34,0.0788,FAN_V2.2,117,LPC_V3.3,48,HPC_V3.1,146,HPT_V2.1,59,LPT_V1.6,11,1
2025-07-20 08:15:00,2,LPC Fault,25900.85,4884.62,271523.78,0.0649,FAN_V2.3,122,LPC_V3.4,98,HPC_V3.1,126,HPT_V2.0,32,LPT_V1.6,25,1
2025-07-20 08:35:00,3,HPT Fault,21359.53,5366.29,302691.6,0.0553,FAN_V2.1,135,LPC_V3.4,3,HPC_V3.1,104,HPT_V2.2,39,LPT_V1.5,120,1
2025-07-20 08:55:00,2,LPC Fault,20573.73,5270.77,283281.9,0.0724,FAN_V2.2,160,LPC_V3.4,166,HPC_V3.0,84,HPT_V2.2,136,LPT_V1.6,81,1
2025-07-20 09:15:00,3,HPT Fault,20811.14,4880.12,285078.66,0.0605,FAN_V2.3,10,LPC_V3.1,60,HPC_V3.2,58,HPT_V2.2,23,LPT_V1.6,25,1
2025-07-20 09:35:00,0,None,23099.87,5124.57,268985.69,0.0586,FAN_V2.2,43,LPC_V3.3,7,HPC_V3.0,83,HPT_V2.0,75,LPT_V1.6,95,1
2025-07-20 09:55:00,3,HPT Fault,24240.59,5102.89,295674.22,0.0488,FAN_V2.1,63,LPC_V3.4,144,HPC_V3.1,43,HPT_V2.0,20,LPT_V1.6,158,1
2025-07-20 10:15:00,1,Fan Fault,20931.77,5255.54,289984.71,0.0525,FAN_V2.2,150,LPC_V3.2,59,HPC_V3.3,163,HPT_V2.1,117,LPT_V1.6,170,1
2025-07-20 10:35:00,0,None,27102.3,5023.13,302689.46,0.0607,FAN_V2.2,74,LPC_V3.2,18,HPC_V3.3,88,HPT_V2.2,76,LPT_V1.6,176,1
2025-07-20 10:55:00,2,LPC Fault,28121.5,5351.07,281265.54,0.0697,FAN_V2.2,78,LPC_V3.2,98,HPC_V3.3,27,HPT_V2.0,97,LPT_V1.6,147,1
2025-07-20 11:15:00,2,LPC Fault,25290.75,5273.73,270526.15,0.0669,FAN_V2.3,76,LPC_V3.1,168,HPC_V3.3,70,HPT_V2.0,144,LPT_V1.5,155,1
2025-07-20 11:35:00,3,HPT Fault,26116.85,4648.25,267251.12,0.0396,FAN_V2.2,199,LPC_V3.2,155,HPC_V3.2,56,HPT_V2.2,48,LPT_V1.6,173,0
2025-07-20 11:55:00,1,Fan Fault,23461.19,5143.51,307535.36,0.0607,FAN_V2.3,25,LPC_V3.1,79,HPC_V3.3,8,HPT_V2.2,93,LPT_V1.5,23,1
2025-07-20 12:15:00,2,LPC Fault,27257.23,4723.98,259449.26,0.0594,FAN_V2.2,192,LPC_V3.4,44,HPC_V3.1,33,HPT_V2.2,93,LPT_V1.6,42,0
2025-07-20 12:35:00,2,LPC Fault,24768.13,4993.46,253988.37,0.0591,FAN_V2.2,76,LPC_V3.3,29,HPC_V3.3,19,HPT_V2.0,57,LPT_V1.6,142,1
2025-07-20 12:55:00,2,LPC Fault,21391.06,5133.93,290498.97,0.0506,FAN_V2.1,102,LPC_V3.1,67,HPC_V3.0,116,HPT_V2.1,172,LPT_V1.6,149,1
2025-07-20 13:15:00,3,HPT Fault,22972.27,4788.16,284059.81,0.0696,FAN_V2.3,96,LPC_V3.1,172,HPC_V3.1,120,HPT_V2.0,158,LPT_V1.6,156,1
2025-07-20 13:35:00,1,Fan Fault,22028.55,5100.81,277046.14,0.0521,FAN_V2.3,17,LPC_V3.4,179,HPC_V3.2,166,HPT_V2.1,29,LPT_V1.5,11,1
2025-07-20 13:55:00,0,None,23785.94,4792.95,276695.26,0.048,FAN_V2.2,127,LPC_V3.1,24,HPC_V3.1,137,HPT_V2.0,99,LPT_V1.6,94,1
2025-07-20 14:15:00,4,Fuel Issue,27929.45,5007.05,274504.12,0.0621,FAN_V2.2,151,LPC_V3.2,106,HPC_V3.0,125,HPT_V2.2,104,LPT_V1.6,8,1
2025-07-20 14:35:00,2,LPC Fault,23775.34,4955.81,294212.5,0.0676,FAN_V2.1,114,LPC_V3.4,60,HPC_V3.2,25,HPT_V2.2,94,LPT_V1.6,15,1
2025-07-20 14:55:00,3,HPT Fault,22939,4884.84,280874.22,0.037,FAN_V2.2,49,LPC_V3.1,116,HPC_V3.0,169,HPT_V2.0,164,LPT_V1.5,12,0
2025-07-20 15:15:00,2,LPC Fault,20969.62,5273.37,309674.52,0.0575,FAN_V2.1,33,LPC_V3.2,17,HPC_V3.1,150,HPT_V2.0,59,LPT_V1.6,37,1
2025-07-20 15:35:00,4,Fuel Issue,25153.11,5062.25,331183.21,0.0712,FAN_V2.1,71,LPC_V3.2,33,HPC_V3.2,44,HPT_V2.0,169,LPT_V1.5,33,1
2025-07-20 15:55:00,0,None,23744.16,4808.89,260903.31,0.062,FAN_V2.2,61,LPC_V3.3,4,HPC_V3.1,67,HPT_V2.0,32,LPT_V1.6,134,1
2025-07-20 16:15:00,0,None,22487.3,4715.55,275301.41,0.0492,FAN_V2.3,17,LPC_V3.4,114,HPC_V3.2,131,HPT_V2.2,27,LPT_V1.6,128,1
2025-07-20 16:35:00,1,Fan Fault,27374.28,5176.33,284880.41,0.0748,FAN_V2.3,12,LPC_V3.3,117,HPC_V3.0,15,HPT_V2.1,102,LPT_V1.6,175,1
2025-07-20 16:55:00,0,None,24154.74,4827.74,307846.86,0.0654,FAN_V2.2,183,LPC_V3.4,18,HPC_V3.0,82,HPT_V2.2,37,LPT_V1.5,32,0
2025-07-20 17:15:00,2,LPC Fault,21925.51,4961.93,271865.73,0.0462,FAN_V2.3,163,LPC_V3.3,97,HPC_V3.2,116,HPT_V2.2,154,LPT_V1.6,25,1
2025-07-20 17:35:00,0,None,25852.36,5381.88,264021.49,0.0656,FAN_V2.3,167,LPC_V3.2,110,HPC_V3.3,58,HPT_V2.1,86,LPT_V1.6,102,1
2025-07-20 17:55:00,3,HPT Fault,22698.71,4902.57,276114.09,0.0514,FAN_V2.3,25,LPC_V3.3,109,HPC_V3.2,170,HPT_V2.1,95,LPT_V1.5,175,1
2025-07-20 18:15:00,3,HPT Fault,24097.04,4833.81,289056.85,0.0595,FAN_V2.1,24,LPC_V3.1,23,HPC_V3.3,24,HPT_V2.2,189,LPT_V1.6,33,0
2025-07-20 18:35:00,4,Fuel Issue,23522.1,4818.49,276348.43,0.0676,FAN_V2.1,151,LPC_V3.3,171,HPC_V3.0,105,HPT_V2.1,170,LPT_V1.6,13,1
2025-07-20 18:55:00,2,LPC Fault,25001.83,4804.49,286489.98,0.0675,FAN_V2.3,80,LPC_V3.3,26,HPC_V3.1,39,HPT_V2.2,123,LPT_V1.5,27,1
2025-07-20 19:15:00,2,LPC Fault,20661.19,5108.67,275060.64,0.0657,FAN_V2.3,95,LPC_V3.1,71,HPC_V3.1,109,HPT_V2.2,159,LPT_V1.5,155,1
2025-07-20 19:35:00,2,LPC Fault,22473.48,4639.02,260586.86,0.0605,FAN_V2.1,47,LPC_V3.3,179,HPC_V3.2,86,HPT_V2.1,1,LPT_V1.5,36,1
2025-07-20 19:55:00,4,Fuel Issue,24519.45,4819.14,294578.89,0.0434,FAN_V2.3,103,LPC_V3.1,36,HPC_V3.0,23,HPT_V2.2,135,LPT_V1.5,96,0
2025-07-20 20:15:00,3,HPT Fault,23867.84,4757.8,275222.46,0.0605,FAN_V2.2,88,LPC_V3.2,94,HPC_V3.2,184,HPT_V2.1,145,LPT_V1.5,13,0
2025-07-20 20:35:00,1,Fan Fault,22279.17,4923.09,300094.39,0.0542,FAN_V2.1,194,LPC_V3.1,172,HPC_V3.0,69,HPT_V2.1,169,LPT_V1.6,124,0
2025-07-20 20:55:00,4,Fuel Issue,25671.38,4774.06,292947.06,0.0744,FAN_V2.2,107,LPC_V3.3,55,HPC_V3.0,88,HPT_V2.1,28,LPT_V1.6,173,1
2025-07-20 21:15:00,4,Fuel Issue,19056.71,4840.62,293656.08,0.058,FAN_V2.2,135,LPC_V3.3,11,HPC_V3.1,101,HPT_V2.2,14,LPT_V1.5,52,1
2025-07-20 21:35:00,2,LPC Fault,24742.29,4879.2,286298.85,0.0584,FAN_V2.1,197,LPC_V3.2,65,HPC_V3.2,83,HPT_V2.0,1,LPT_V1.6,110,0
2025-07-20 21:55:00,1,Fan Fault,26335.56,5050.88,290064.04,0.0559,FAN_V2.1,98,LPC_V3.2,128,HPC_V3.2,18,HPT_V2.1,189,LPT_V1.5,111,0
2025-07-20 22:15:00,0,None,23024.79,4913.49,290916.78,0.0558,FAN_V2.2,20,LPC_V3.3,147,HPC_V3.3,146,HPT_V2.1,181,LPT_V1.6,74,0
